epoch,train_loss,val_loss
1,2.1501760292053222,2.100957910219828
2,1.948813250541687,1.9110910797876024
3,1.8468350262641906,1.8421712924563696
4,1.7561940727233887,1.7947877607648335
5,1.6886473803520203,1.6774596373240154
6,1.6379707159996033,1.624295257386707
7,1.5639136400222777,1.6346965157796467
8,1.492911048412323,1.7127020851014152
9,1.4570177736282348,1.4968710153821916
10,1.3994251301288605,1.506756858220176
11,1.3575773589611053,1.4220745733806066
12,1.3153129253387452,1.3885891096932548
13,1.2778746254444122,1.402664547874814
14,1.2124616672992707,1.3744497441110157
15,1.1785400331020355,1.3452016153032818
16,1.142650976896286,1.3198997075595553
17,1.1124673557281495,1.2622966558214217
18,1.0398300998210908,1.3402354632105147
19,1.0451316199302674,1.3558850250546894
20,0.9831207180023194,1.2856993836069863
21,0.9485960404872894,1.2418430589494251
22,0.9366200575828553,1.2248995171652899
23,0.8946173980236053,1.2174830162335957
24,0.8523224697113038,1.3741033067778936
25,0.8351983078718186,1.2500413041266183
26,0.8183206045627593,1.380861272887578
27,0.7807488403320313,1.3279771549361092
28,0.7435167167186737,1.4097309490991017
29,0.7249059392213821,1.2874993908972967
30,0.6932824646234512,1.4086580106190272
31,0.6816998155117034,1.3847033892359053
32,0.6695420525074005,1.4024746597759308
33,0.6185386402606964,1.3614099735305423
34,0.5865015925168992,1.4185678419612704
35,0.5906443471908569,1.5278647182479737
36,0.553826630115509,1.302804720780206
37,0.5472772434949875,1.345167823254116
38,0.5349688548445701,1.2974757315620544
39,0.49263107478618623,1.3695017468361628
40,0.4976479372382164,1.3297239021649436
41,0.4671640790104866,1.5990884710871984
42,0.4662700636386871,1.422351056621188
43,0.4544274913668632,1.4100067019462585
44,0.42477843216061595,1.5358591732524691
45,0.396626047372818,1.4760789521156796
46,0.398679834395647,1.4770986617557587
47,0.3850172261148691,1.452695213613056
48,0.37130506482720377,1.6576913339751107
49,0.3705629341900349,1.7253383785959273
50,0.36407398942112923,1.5596233833403814
51,0.3346995576620102,1.5271275327319191
52,0.32962421579658985,1.473208817224654
53,0.32906202782690525,1.6756102121065533
54,0.3132892484664917,1.6563111524733285
55,0.30410063835978507,1.6359499134714641
56,0.3033133168518543,1.648124463028378
57,0.31349985978007316,1.660916263148898
58,0.29836200568079946,1.519854274060991
59,0.2784957642406225,1.6631183340435935
60,0.26153147649765013,1.7371475346504697
61,0.2935965837985277,1.8280451581591652
62,0.2775743239820003,1.643625517686208
63,0.24610537478327751,1.6295994747252691
64,0.2332949699163437,1.6941665779976618
65,0.2248119182884693,1.8457013501061335
66,0.24697403083741665,1.6488663251437838
67,0.23865185669064523,1.858137946280222
68,0.21065736915171146,1.6683915664279272
69,0.24310026885569094,1.8452807381039573
70,0.20081604039669038,1.7790939003702193
71,0.21333626233786346,1.6585878020241147
72,0.21050235567241907,1.8270013710809132
73,0.21431520453095437,1.7678373210013858
74,0.19218132787942888,1.707024439932808
75,0.19615023569762707,1.7244186959569416
76,0.20777344485372304,1.6141834344182695
77,0.23043410246819257,1.8320872897193545
78,0.1750982579626143,1.7976974021820795
79,0.17315286946296693,1.7381137363494388
80,0.19393316367268562,1.988453401459588
81,0.1851165010407567,1.6865679990677607
82,0.17665684861689807,1.8395062334953793
83,0.18835876432061197,1.8281421784370664
84,0.17034880972653627,1.7255167015015134
85,0.15512066996470095,1.9765128540614294
86,0.16107257145643233,1.8307384451230366
87,0.16467244255170227,1.8548844503977941
88,0.15480503994226455,2.1020506260887024
89,0.19627840862050652,1.8041978743341234
90,0.1610320334583521,2.0408883965204634
91,0.16839892342314125,1.8157611962348696
92,0.1397820869497955,2.050275299284193
93,0.16006325843557714,2.1126589207422164
94,0.14267701329290866,1.9556559437797183
95,0.14394282649084925,1.9974576859247117
96,0.15082312425225974,1.8399170968267653
97,0.15222493608295917,1.8214692823470584
98,0.14602395048737526,1.9335478818605816
99,0.14987434586510062,1.8549358854218134
100,0.14973012359440327,1.8853272975437225
101,0.14044056864082813,1.8644967968501742
102,0.12922433371841907,2.00841124095614
103,0.13644591172412038,2.0117044638073636
104,0.11867539243772626,2.203380999110994
105,0.1516705779694021,2.005435977663313
106,0.11857904770225286,2.1372321427814542
107,0.15573710959032178,2.150736687675355
108,0.13668153913691639,1.967465647629329
109,0.12454714293219149,1.890867551167806
110,0.13038187881186605,1.8445612778739324
111,0.13437310288101434,2.024095262799944
112,0.13021346497535705,1.85003819257494
113,0.12452934813965112,1.9101687944124615
114,0.11556912899762392,2.1053738158846658
115,0.11263052159361542,2.002641378887116
116,0.11877720348350704,1.9214889161170474
117,0.10982083005737513,1.9263602684414576
118,0.1264418428596109,1.9119244350327387
119,0.11800085318088531,1.8625474203200567
120,0.10721540597639978,2.014028961696322
121,0.09821148681640625,1.975600228423164
122,0.09997058269381523,2.0265067484643726
123,0.12794391226954757,1.9676483689792572
124,0.11805789878591895,1.8018737794860962
125,0.1018908250052482,2.1265224312979076
126,0.12936776395700872,1.8594140609105427
127,0.10738283040374517,2.0203633970684476
128,0.09977629928290845,1.933681601569766
129,0.10021074207685887,1.9196733359306577
130,0.10337371249776334,1.9832462763029433
131,0.10019692086428404,1.9153494541607206
132,0.11864065919071436,1.8598127904392423
133,0.10861862235143781,2.0644031167030334
134,0.09218242178484798,1.8382194676096477
135,0.10054424858838319,1.9861139125294156
136,0.08227869511768222,2.0168313109685503
137,0.10577537507191301,2.164361872370281
138,0.10353454140853137,2.097267436602759
139,0.10258614886924625,1.8646264445214045
140,0.07631439533270895,1.8712217769925557
141,0.1098803192586638,2.0009093189996388
142,0.10275207933411003,1.8479944249940297
143,0.09563876880332828,1.988411285574474
144,0.09357043959852308,2.045220454533895
